date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,FL
2021-07-13,47860,1244,3917,65911,18307,13585,32559,63564,2831,13706,7369,29081,17692,2717,2483,43025,4934,18046,12473,18517,33288,3238,85663,38267,8539,114278,3154
2021-07-14,47896,1244,3920,65962,18328,13603,32562,63615,2835,13711,7370,29113,17699,2718,2483,43056,4937,18052,12487,18523,33325,3238,85702,38292,8551,114398,3155
2021-07-15,47917,1244,3922,66005,18346,13622,32571,63709,2837,13722,7372,29130,17703,2720,2485,43093,4938,18059,12498,18531,33362,3239,85752,38316,8561,114547,3156
2021-07-16,47940,1244,3922,66054,18366,13640,32581,63825,2840,13735,7375,29165,17711,2721,2486,43117,4942,18068,12523,18539,33379,3239,85792,38344,8569,114701,3158
2021-07-19,48006,1244,3923,66148,18402,13686,32626,64088,2850,13762,7379,29264,17729,2731,2490,43192,4953,18110,12554,18559,33428,3244,85942,38386,8600,115074,3166
2021-07-20,48040,1244,3923,66188,18438,13700,32640,64215,2855,13770,7380,29306,17743,2737,2492,43229,4959,18123,12569,18563,33443,3244,85988,38414,8616,115257,3167
2021-07-21,48087,1244,3926,66241,18450,13717,32652,64341,2864,13795,7385,29355,17755,2740,2493,43279,4961,18129,12582,18575,33484,3244,86064,38434,8638,115411,3170
2021-07-22,48115,1244,3929,66289,18475,13735,32669,64508,2871,13810,7386,29410,17768,2742,2502,43323,4962,18142,12596,18592,33500,3245,86135,38469,8653,115633,3174
2021-07-23,48159,1244,3930,66337,18502,13769,32681,64628,2880,13823,7391,29458,17776,2742,2503,43356,4967,18169,12611,18611,33530,3246,86195,38508,8669,115808,3175
2021-07-26,48260,1245,3934,66464,18568,13815,32716,64930,2898,13861,7398,29550,17812,2748,2508,43428,4979,18215,12650,18637,33608,3249,86373,38554,8689,116148,3177
2021-07-27,48294,1247,3937,66505,18599,13847,32732,65069,2902,13890,7400,29584,17819,2752,2515,43467,4988,18237,12660,18657,33638,3251,86496,38573,8701,116326,3181
2021-07-28,48351,1251,3938,66555,18618,13868,32746,65164,2904,13912,7407,29622,17836,2755,2520,43503,4993,18247,12672,18669,33667,3252,86587,38601,8720,116495,3185
2021-07-29,48380,1251,3938,66610,18650,13953,32771,65304,2914,13926,7415,29646,17847,2760,2520,43551,5001,18263,12687,18684,33704,3255,86664,38620,8730,116635,3186
2021-07-30,48431,1251,3939,66690,18680,13977,32792,65438,2916,13938,7424,29675,17875,2763,2521,43573,5004,18275,12708,18697,33738,3257,86734,38645,8740,116797,3187
2021-08-02,48582,1255,3942,66886,18771,14061,32850,65738,2937,13983,7439,29762,17910,2771,2538,43633,5021,18348,12749,18758,33817,3259,86934,38695,8753,117102,3190
2021-08-03,48684,1255,3945,66970,18818,14121,32872,65905,2941,13991,7457,29834,17926,2778,2542,43694,5031,18373,12763,18781,33843,3259,87012,38716,8768,117271,3193
2021-08-04,48772,1255,3945,67079,18858,14158,32912,66023,2952,14016,7474,29874,17943,2783,2545,43732,5037,18425,12784,18803,33866,3262,87116,38750,8779,117438,3195
2021-08-05,48847,1255,3949,67184,18895,14191,32944,66143,2958,14043,7484,29928,17959,2784,2554,43787,5045,18453,12800,18845,33897,3264,87230,38776,8798,117592,3196
2021-08-06,48945,1255,3956,67339,18946,14241,32977,66263,2961,14075,7497,29966,17987,2786,2557,43859,5060,18481,12817,18891,33928,3269,87337,38805,8805,117763,3202
2021-08-09,49219,1255,3966,67694,19088,14353,33098,66594,2974,14127,7520,30084,18039,2797,2575,44024,5089,18598,12881,18988,34037,3274,87635,38886,8850,118262,3206
2021-08-10,49382,1257,3975,67938,19214,14401,33149,66773,2985,14150,7532,30155,18060,2801,2580,44161,5104,18656,12909,19073,34090,3284,87787,38944,8864,118588,3212
2021-08-11,49559,1260,3980,68217,19282,14467,33217,66912,2998,14194,7555,30241,18091,2805,2583,44413,5127,18717,12937,19207,34149,3288,87923,39002,8893,118907,3224
2021-08-12,49772,1263,3987,68453,19357,14518,33273,67096,3028,14242,7577,30334,18117,2811,2589,44591,5148,18808,12992,19285,34189,3294,88087,39059,8908,119265,3232
2021-08-13,49961,1265,3996,68701,19436,14580,33319,67311,3035,14282,7591,30434,18158,2818,2598,44762,5161,18885,13037,19377,34243,3305,88218,39128,8931,119595,3248
2021-08-16,50472,1287,4020,69291,19652,14761,33457,67730,3068,14366,7630,30704,18262,2840,2635,45166,5226,19102,13123,19653,34373,3318,88641,39307,8996,120606,3268
2021-08-17,50789,1298,4040,69577,19812,14888,33526,67964,3090,14421,7641,30814,18330,2852,2643,45411,5302,19233,13173,19793,34457,3323,88891,39393,9038,121115,3292
2021-08-18,51071,1306,4053,69927,19971,14962,33606,68137,3129,14473,7687,30989,18373,2861,2668,45750,5330,19335,13235,19964,34525,3332,89120,39478,9093,121718,3303
2021-08-19,51337,1316,4066,70217,20088,15059,33702,68315,3145,14529,7707,31097,18407,2875,2674,45968,5351,19468,13278,20071,34584,3342,89371,39570,9127,122208,3314
2021-08-20,51645,1322,4071,70487,20189,15151,33749,68473,3164,14575,7745,31206,18458,2880,2678,46170,5395,19548,13309,20203,34638,3348,89547,39640,9167,122679,3324
2021-08-23,52260,1334,4092,71111,20418,15320,33958,68823,3194,14691,7819,31532,18551,2891,2704,46552,5457,19815,13416,20420,34776,3364,90132,39856,9239,123919,3340
2021-08-24,52566,1344,4106,71376,20541,15386,34055,69022,3212,14771,7829,31684,18587,2896,2719,46723,5480,19967,13461,20542,34851,3368,90392,39971,9264,124520,3345
2021-08-25,52883,1353,4131,71764,20644,15476,34121,69212,3239,14872,7843,31841,18648,2902,2731,47016,5511,20107,13502,20669,34919,3376,90599,40069,9308,125095,3359
2021-08-26,53093,1358,4150,72128,20736,15559,34212,69376,3259,14922,7866,31956,18704,2910,2752,47204,5552,20248,13558,20784,34976,3380,90804,40199,9334,125618,3363
2021-08-27,53342,1367,4171,72440,20831,15639,34300,69511,3301,15001,7893,32092,18738,2918,2769,47450,5574,20382,13610,20906,35024,3390,90987,40270,9358,126130,3371
2021-08-30,54045,1385,4208,73106,21099,15782,34454,69870,3350,15137,7949,32412,18833,2942,2806,47856,5688,20688,13742,21139,35122,3411,91371,40463,9417,127308,3379
2021-08-31,54338,1400,4225,73381,21185,15821,34539,70051,3364,15202,7966,32555,18902,2949,2829,48044,5706,20806,13781,21239,35180,3414,91594,40560,9450,127799,3386
2021-09-01,54642,1423,4269,73736,21263,15870,34629,70212,3394,15289,7986,32711,18947,2963,2836,48363,5727,20955,13848,21371,35247,3425,91825,40647,9515,128384,3392
2021-09-02,54929,1437,4292,74073,21338,15927,34706,70339,3429,15345,8005,32842,18981,2976,2844,48586,5762,21086,13917,21501,35278,3436,92037,40717,9574,128937,3402
2021-09-03,55181,1465,4327,74403,21424,15973,34768,70466,3468,15431,8048,33001,19054,2988,2880,48870,5816,21222,13997,21675,35317,3454,92226,40826,9613,129507,3419
2021-09-06,55791,1496,4396,75127,21631,16106,34938,70786,3531,15591,8112,33436,19144,3029,2922,49429,5909,21532,14158,21983,35386,3492,92695,41043,9687,130860,3442
2021-09-07,56054,1506,4424,75347,21727,16162,34998,70921,3558,15643,8155,33623,19212,3041,2930,49638,5935,21642,14218,22155,35413,3508,92919,41146,9730,131435,3457
2021-09-08,56320,1545,4461,75683,21806,16223,35108,71040,3624,15729,8188,33798,19276,3059,2962,50000,5959,21770,14304,22364,35452,3527,93163,41276,9776,132171,3464
2021-09-09,56580,1567,4498,75996,21890,16278,35230,71156,3656,15780,8208,34002,19345,3066,2977,50287,5983,21889,14389,22523,35479,3537,93346,41380,9827,132817,3478
2021-09-10,56769,1585,4552,76282,21958,16344,35330,71262,3688,15825,8218,34177,19392,3081,2983,50551,6012,22009,14446,22698,35503,3553,93570,41474,9857,133456,3483
2021-09-13,57212,1602,4607,76937,22081,16439,35565,71503,3778,15950,8275,34564,19471,3112,3043,51080,6081,22223,14598,22990,35561,3594,93970,41685,9933,134768,3496
2021-09-14,57357,1613,4626,77121,22145,16466,35633,71615,3800,15979,8284,34680,19509,3117,3060,51280,6085,22288,14674,23115,35591,3595,94139,41756,9967,135113,3502
2021-09-15,57515,1636,4659,77396,22206,16498,35712,71703,3838,16027,8294,34823,19580,3133,3094,51606,6108,22347,14753,23281,35623,3605,94299,41836,10009,135630,3504
2021-09-16,57656,1646,4681,77687,22255,16541,35803,71776,3867,16064,8305,34951,19602,3142,3123,51828,6128,22420,14814,23418,35645,3621,94451,41926,10038,136084,3510
2021-09-17,57763,1659,4713,77928,22291,16573,35889,71885,3894,16089,8330,35112,19655,3155,3154,52008,6146,22455,14883,23538,35670,3636,94591,42012,10056,136481,3512
2021-09-20,58011,1671,4748,78376,22398,16635,36051,72084,3944,16162,8349,35425,19710,3178,3206,52351,6179,22552,15003,23730,35730,3670,94831,42124,10115,137349,3529
2021-09-21,58099,1673,4760,78510,22437,16643,36100,72150,3964,16185,8356,35496,19722,3183,3216,52469,6188,22571,15054,23816,35756,3675,94913,42160,10132,137583,3536
2021-09-22,58235,1685,4787,78702,22465,16658,36193,72242,3978,16221,8364,35632,19760,3191,3227,52661,6200,22596,15121,23902,35782,3690,95061,42246,10158,137949,3545
2021-09-23,58313,1688,4806,78889,22511,16690,36244,72312,3993,16245,8369,35762,19808,3197,3259,52800,6215,22629,15179,23966,35818,3720,95208,42305,10174,138236,3545
2021-09-24,58411,1691,4819,79023,22551,16707,36292,72379,4007,16267,8377,35909,19829,3202,3273,52928,6240,22663,15216,24040,35833,3730,95339,42378,10197,138536,3548
2021-09-27,58630,1704,4856,79365,22621,16757,36386,72547,4018,16330,8396,36154,19902,3218,3315,53186,6260,22725,15331,24191,35871,3789,95583,42464,10247,139082,3555
2021-09-28,58716,1708,4876,79519,22665,16771,36430,72614,4032,16356,8418,36245,19920,3225,3320,53292,6264,22739,15385,24246,35897,3802,95685,42528,10272,139288,3556
2021-09-29,58838,1718,4901,79672,22689,16783,36463,72678,4043,16390,8429,36340,19967,3228,3332,53464,6276,22766,15443,24343,35917,3814,95801,42559,10299,139509,3557
2021-09-30,58905,1725,4922,79785,22715,16792,36511,72725,4052,16412,8438,36412,19983,3239,3347,53567,6283,22783,15482,24403,35930,3828,95870,42607,10325,139765,3557
2021-10-01,58964,1731,4944,79918,22750,16806,36546,72790,4063,16442,8445,36510,20010,3244,3366,53666,6297,22801,15515,24459,35956,3842,95955,42649,10348,139998,3558
2021-10-04,59141,1733,4981,80189,22815,16840,36646,72897,4072,16513,8467,36710,20065,3258,3413,53913,6315,22842,15593,24570,35986,3876,96133,42722,10385,140575,3559
2021-10-05,59213,1735,5006,80286,22842,16851,36678,72952,4083,16534,8472,36809,20088,3265,3421,54003,6328,22859,15623,24608,36004,3882,96219,42754,10396,140762,3561
2021-10-06,59291,1740,5030,80411,22849,16860,36708,73009,4088,16570,8481,36889,20097,3274,3453,54108,6332,22879,15655,24677,36029,3898,96276,42784,10411,140966,3562
2021-10-07,59349,1745,5044,80513,22868,16870,36740,73077,4094,16618,8487,36979,20132,3280,3466,54208,6342,22897,15693,24729,36051,3915,96369,42821,10427,141172,3566
2021-10-08,59409,1749,5059,80599,22881,16881,36778,73129,4096,16649,8491,37045,20143,3290,3485,54302,6351,22912,15737,24768,36072,3928,96446,42871,10435,141345,3567
2021-10-11,59539,1760,5088,80785,22935,16912,36868,73245,4107,16702,8505,37273,20184,3315,3513,54528,6364,22951,15820,24869,36110,3958,96614,42983,10459,141725,3572
2021-10-12,59601,1761,5106,80854,22961,16929,36896,73318,4110,16734,8506,37343,20210,3327,3536,54613,6371,22968,15853,24918,36118,3967,96682,43026,10466,141860,3576
2021-10-13,59655,1773,5125,80936,22985,16933,36931,73368,4116,16766,8511,37418,20245,3342,3552,54734,6378,22984,15905,24962,36141,3977,96797,43073,10474,141997,3580
2021-10-14,59713,1780,5132,81024,23011,16942,36979,73435,4118,16785,8514,37517,20261,3352,3564,54840,6383,22997,15941,24993,36174,3982,96888,43107,10491,142130,3584
2021-10-15,59765,1786,5160,81113,23027,16951,37020,73501,4124,16799,8523,37587,20279,3374,3583,54919,6394,23006,15995,25016,36195,3998,96975,43140,10504,142268,3589
2021-10-18,59905,1797,5200,81345,23091,16991,37137,73666,4136,16860,8533,37749,20315,3408,3620,55177,6417,23041,16058,25106,36229,4026,97193,43229,10529,142593,3606
2021-10-19,59970,1800,5218,81446,23124,17016,37192,73763,4145,16895,8536,37818,20346,3422,3624,55333,6425,23056,16094,25141,36246,4029,97307,43265,10568,142809,3610
2021-10-20,60070,1824,5244,81583,23161,17034,37259,73847,4151,16944,8540,37909,20359,3438,3647,55517,6432,23076,16171,25193,36266,4041,97402,43317,10601,143001,3619
2021-10-21,60147,1835,5276,81725,23204,17051,37312,73958,4159,16987,8546,37998,20372,3446,3679,55706,6444,23112,16224,25252,36291,4051,97520,43353,10635,143217,3623
2021-10-22,60234,1840,5309,81859,23234,17079,37370,74026,4168,17027,8548,38064,20400,3462,3693,55858,6448,23134,16266,25313,36309,4060,97627,43401,10660,143393,3629
2021-10-25,60430,1873,5366,82178,23316,17141,37506,74226,4194,17115,8568,38233,20445,3481,3736,56287,6496,23237,16390,25450,36363,4076,97855,43501,10713,143887,3645
2021-10-26,60510,1877,5396,82324,23378,17182,37552,74315,4207,17156,8570,38287,20462,3509,3744,56486,6505,23259,16458,25512,36387,4083,97985,43550,10737,144115,3652
2021-10-27,60617,1888,5435,82504,23434,17204,37607,74384,4217,17228,8577,38372,20481,3542,3762,56758,6521,23296,16566,25615,36426,4090,98089,43614,10777,144387,3653
2021-10-28,60733,1901,5476,82721,23498,17237,37658,74467,4225,17309,8581,38486,20497,3566,3775,56956,6538,23349,16647,25708,36452,4100,98214,43661,10805,144615,3662
2021-10-29,60857,1912,5506,82886,23559,17275,37712,74569,4231,17367,8589,38565,20517,3594,3788,57123,6564,23385,16723,25784,36475,4106,98315,43714,10843,144937,3662
2021-11-01,61170,1953,5564,83434,23704,17375,37835,74772,4259,17546,8609,38814,20569,3673,3828,57630,6615,23489,16914,25964,36524,4131,98560,43854,10907,145720,3685
2021-11-02,61331,1958,5593,83722,23796,17423,37907,74910,4264,17622,8614,38894,20604,3702,3833,57754,6627,23535,16966,26075,36536,4139,98691,43898,10929,146029,3699
2021-11-03,61490,1969,5635,84123,23887,17468,37948,75014,4284,17730,8621,39031,20634,3744,3873,57983,6653,23618,17105,26216,36570,4151,98856,43959,10974,146416,3708
2021-11-04,61696,1994,5683,84473,23968,17541,38002,75125,4303,17825,8633,39167,20669,3779,3926,58398,6674,23698,17269,26339,36637,4173,98975,44019,11025,146878,3728
2021-11-05,61925,2009,5717,84816,24068,17629,38057,75208,4338,17922,8637,39306,20688,3807,3966,58699,6719,23780,17420,26467,36686,4199,99093,44094,11078,147380,3738
2021-11-08,62382,2044,5810,85688,24300,17768,38224,75420,4375,18167,8672,39736,20751,3914,4048,59414,6798,23959,17722,26775,36782,4255,99341,44275,11207,148485,3781
2021-11-09,62625,2049,5865,86048,24429,17861,38280,75552,4403,18266,8685,39862,20789,3950,4058,59733,6823,24041,17874,26943,36822,4273,99472,44352,11282,148927,3814
2021-11-10,62908,2075,5932,86640,24558,17954,38356,75673,4429,18427,8702,40091,20831,4007,4103,60278,6878,24174,18073,27172,36895,4291,99616,44434,11365,149525,3841
2021-11-12,63393,2096,6049,87711,24843,18178,38508,75970,4491,18746,8741,40459,20883,4086,4168,61173,6990,24425,18396,27639,37015,4335,99901,44618,11486,150861,3877
2021-11-15,64074,2135,6159,88971,25171,18408,38820,76250,4532,19137,8772,40975,20954,4227,4243,62154,7112,24690,18769,28191,37145,4416,100289,44875,11668,152668,3945
2021-11-16,64386,2145,6215,89592,25352,18495,38930,76432,4550,19267,8800,41193,21030,4275,4270,62609,7146,24805,18945,28402,37197,4438,100559,44993,11756,153262,4003
2021-11-17,64806,2176,6311,90388,25589,18664,39062,76653,4578,19465,8832,41478,21097,4363,4318,63217,7223,24930,19170,28780,37296,4472,100903,45143,11838,154238,4041
2021-11-18,65188,2192,6403,91171,25814,18851,39227,76850,4640,19697,8857,41764,21185,4423,4366,63800,7313,25127,19418,29075,37377,4513,101196,45297,11976,155196,4131
2021-11-19,65591,2210,6468,91936,26028,19036,39413,77066,4684,19939,8892,42051,21250,4477,4394,64431,7393,25314,19650,29418,37472,4574,101537,45466,12084,156258,4186
2021-11-22,66625,2245,6655,93757,26529,19417,39959,77639,4751,20430,8988,42822,21422,4603,4473,65805,7574,25751,20173,30207,37731,4665,102365,45851,12351,158701,4321
2021-11-23,67042,2260,6740,94568,26792,19592,40155,78055,4805,20624,9055,43054,21545,4638,4494,66394,7616,25891,20402,30527,37847,4708,102866,46057,12480,159562,4396
2021-11-24,67590,2302,6863,95689,27091,19809,40392,78495,4861,20957,9107,43551,21655,4692,4524,67297,7693,26093,20702,31054,37997,4739,103403,46334,12601,160830,4432
2021-11-25,68088,2329,6933,96821,27359,20063,40672,78872,4903,21185,9163,43938,21742,4745,4600,68110,7772,26311,20919,31493,38138,4795,103963,46597,12732,162081,4477
2021-11-26,68540,2348,7029,97813,27635,20257,40939,79310,4971,21474,9243,44323,21860,4812,4611,68785,7861,26500,21154,31874,38300,4845,104562,46861,12851,163538,4538
2021-11-29,69814,2402,7222,100108,28338,20765,41630,80283,5089,22065,9428,45289,22074,4991,4814,70511,8107,27048,21700,32890,38646,4997,105876,47479,13180,166815,4678
2021-11-30,70386,2420,7321,101097,28673,21003,41921,80832,5121,22395,9515,45819,22149,5047,4851,71144,8158,27221,21917,33373,38807,5001,106600,47779,13359,168008,4745
2021-12-01,71083,2461,7464,102414,29084,21243,42234,81650,5189,22647,9632,46213,22313,5095,4935,72176,8243,27429,22222,33976,39025,5069,107400,48109,13510,169504,4809
2021-12-02,71702,2488,7548,103606,29460,21547,42579,82246,5233,22896,9736,46629,22464,5150,4989,72937,8356,27676,22474,34435,39171,5129,108322,48444,13674,170922,4862
2021-12-03,72409,2517,7633,104803,29839,21804,42924,82900,5297,23186,9800,46978,22585,5198,5044,73647,8460,27936,22771,34985,39355,5173,109252,48814,13833,172592,4898
2021-12-06,74118,2578,7871,107650,30752,22370,43807,84381,5457,23876,10093,48156,22915,5335,5194,75534,8749,28524,23461,36244,39766,5312,111405,49521,14180,176226,5053
